,Indicator,State,Time Period End Date,Value
7104,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-07,29.8
7105,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-07,23.7
7106,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-07,30.4
7107,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-07,26.5
7108,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-07,29.0
7109,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-07,21.6
7110,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-07,33.0
7111,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-07,30.0
7112,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-07,26.9
7113,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-07,25.5
7114,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-07,35.6
7115,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-07,29.9
7116,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-07,21.9
7117,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-07,36.6
7118,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-07,26.7
7119,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-07,31.2
7120,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-07,27.1
7121,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-07,31.2
7122,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-07,37.5
7123,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-07,36.0
7124,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-07,25.8
7125,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-07,26.2
7126,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-07,32.0
7127,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-07,25.2
7128,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-07,29.8
7129,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-07,31.6
7130,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-07,28.1
7131,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-07,25.5
7132,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-07,25.9
7133,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-07,28.3
7134,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-07,34.1
7135,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-07,24.8
7136,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-07,27.5
7383,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-08,35.3
7384,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-08,34.2
7385,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-08,32.0
7386,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-08,35.0
7387,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-08,33.4
7388,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-08,27.9
7389,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-08,26.7
7390,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-08,32.5
7391,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-08,35.1
7392,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-08,30.9
7393,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-08,36.3
7394,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-08,28.0
7395,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-08,26.9
7396,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-08,29.6
7397,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-08,31.8
7398,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-08,26.9
7399,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-08,28.3
7400,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-08,33.7
7401,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-08,40.9
7402,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-08,34.5
7403,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-08,27.4
7404,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-08,27.9
7405,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-08,28.8
7406,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-08,27.0
7407,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-08,34.8
7408,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-08,31.1
7409,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-08,24.2
7410,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-08,25.1
7411,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-08,37.0
7412,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-08,25.9
7413,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-08,25.8
7414,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-08,33.6
7415,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-08,24.9
7416,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-08,26.3
7417,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-08,23.5
7418,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-08,32.3
7419,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-08,38.9
7420,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-08,31.5
7421,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-08,30.5
7422,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-08,30.8
7423,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-08,30.9
7424,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-08,23.6
7425,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-08,27.6
7426,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-08,38.1
7427,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-08,32.2
7428,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-08,25.8
7429,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-08,30.3
7430,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-08,34.7
7431,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-08,35.4
7432,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-08,27.0
7433,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-08,32.3
7617,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-08,29.9
7618,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-08,28.1
7619,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-08,34.7
7620,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-08,35.1
7621,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-08,32.4
7622,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-08,30.2
7623,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-08,24.9
7624,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-08,32.1
7625,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-08,29.7
7626,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-08,32.3
7627,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-08,34.8
7628,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-08,30.5
7629,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-08,31.9
7630,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-08,28.1
7631,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-08,28.0
7632,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-08,27.1
7633,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-08,28.2
7634,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-08,34.6
7635,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-08,38.4
7636,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-08,26.3
7637,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-08,28.0
7638,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-08,29.9
7639,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-08,30.9
7640,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-08,26.4
7641,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-08,32.5
7642,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-08,32.0
7643,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-08,32.1
7644,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-08,28.4
7645,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-08,33.1
7646,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-08,30.0
7647,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-08,25.6
7648,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-08,33.6
7649,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-08,29.6
7650,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-08,29.3
7651,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-08,22.9
7652,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-08,27.8
7653,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-08,39.7
7654,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-08,30.5
7655,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-08,30.8
7656,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-08,31.4
7657,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-08,28.9
7658,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-08,21.2
7659,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-08,33.2
7660,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-08,31.9
7661,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-08,33.0
7662,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-08,27.8
7663,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-08,30.3
7664,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-08,31.1
7665,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-08,34.0
7666,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-08,27.9
7667,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-08,25.4
7851,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-08,38.5
7852,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-08,33.5
7853,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-08,35.8
7854,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-08,36.2
7855,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-08,31.5
7856,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-08,29.7
7857,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-08,27.9
7858,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-08,32.4
7859,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-08,33.0
7860,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-08,31.4
7861,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-08,34.5
7862,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-08,31.8
7863,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-08,27.9
7864,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-08,28.6
7865,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-08,31.3
7866,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-08,28.5
7867,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-08,29.4
7868,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-08,33.8
7869,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-08,39.3
7870,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-08,31.0
7871,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-08,31.4
7872,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-08,32.0
7873,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-08,30.3
7874,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-08,30.4
7875,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-08,33.3
7876,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-08,30.6
7877,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-08,26.3
7878,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-08,27.9
7879,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-08,36.4
7880,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-08,23.9
7881,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-08,30.6
7882,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-08,30.3
7883,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-08,28.6
7884,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-08,34.0
7885,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-08,29.8
7886,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-08,34.5
7887,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-08,38.1
7888,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-08,35.3
7889,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-08,35.5
7890,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-08,29.3
7891,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-08,32.7
7892,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-08,31.1
7893,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-08,41.7
7894,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-08,32.6
7895,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-08,33.7
7896,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-08,29.3
7897,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-08,28.0
7898,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-08,33.7
7899,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-08,34.2
7900,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-08,25.1
7901,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-08,31.7
8085,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-09,34.2
8086,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-09,34.3
8087,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-09,30.9
8088,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-09,34.5
8089,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-09,32.5
8090,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-09,29.1
8091,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-09,29.2
8092,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-09,30.4
8093,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-09,32.4
8094,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-09,35.5
8095,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-09,31.0
8096,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-09,30.0
8097,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-09,30.1
8098,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-09,31.4
8099,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-09,30.5
8100,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-09,28.9
8101,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-09,33.7
8102,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-09,33.0
8103,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-09,44.4
8104,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-09,25.9
8105,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-09,32.8
8106,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-09,30.3
8107,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-09,29.3
8108,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-09,25.5
8109,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-09,29.2
8110,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-09,33.7
8111,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-09,25.5
8112,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-09,28.1
8113,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-09,33.2
8114,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-09,28.7
8115,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-09,28.1
8116,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-09,31.7
8117,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-09,32.0
8118,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-09,32.2
8119,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-09,30.7
8120,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-09,31.6
8121,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-09,34.7
8122,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-09,37.1
8123,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-09,27.2
8124,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-09,32.1
8125,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-09,29.2
8126,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-09,19.9
8127,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-09,36.8
8128,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-09,36.3
8129,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-09,29.9
8130,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-09,37.5
8131,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-09,30.7
8132,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-09,34.1
8133,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-09,32.6
8134,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-09,26.5
8135,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-09,31.1
8319,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-09,32.4
8320,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-09,36.5
8321,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-09,30.9
8322,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-09,38.3
8323,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-09,33.9
8324,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-09,30.9
8325,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-09,28.1
8326,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-09,33.9
8327,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-09,31.7
8328,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-09,31.5
8329,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-09,31.3
8330,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-09,34.5
8331,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-09,29.7
8332,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-09,29.7
8333,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-09,31.4
8334,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-09,30.4
8335,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-09,35.7
8336,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-09,29.1
8337,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-09,41.7
8338,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-09,31.2
8339,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-09,30.4
8340,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-09,27.9
8341,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-09,26.4
8342,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-09,26.5
8343,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-09,39.2
8344,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-09,39.4
8345,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-09,34.0
8346,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-09,26.3
8347,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-09,37.0
8348,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-09,26.8
8349,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-09,29.7
8350,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-09,34.2
8351,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-09,37.4
8352,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-09,28.6
8353,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-09,27.4
8354,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-09,28.2
8355,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-09,41.6
8356,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-09,36.6
8357,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-09,31.5
8358,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-09,27.0
8359,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-09,27.1
8360,Symptoms of Anxiety Disorder or Depressive Disorder,South Dakota,2021-09,23.7
8361,Symptoms of Anxiety Disorder or Depressive Disorder,Tennessee,2021-09,36.5
8362,Symptoms of Anxiety Disorder or Depressive Disorder,Texas,2021-09,32.5
8363,Symptoms of Anxiety Disorder or Depressive Disorder,Utah,2021-09,35.6
8364,Symptoms of Anxiety Disorder or Depressive Disorder,Vermont,2021-09,24.3
8365,Symptoms of Anxiety Disorder or Depressive Disorder,Virginia,2021-09,31.8
8366,Symptoms of Anxiety Disorder or Depressive Disorder,Washington,2021-09,36.2
8367,Symptoms of Anxiety Disorder or Depressive Disorder,West Virginia,2021-09,30.7
8368,Symptoms of Anxiety Disorder or Depressive Disorder,Wisconsin,2021-09,28.3
8369,Symptoms of Anxiety Disorder or Depressive Disorder,Wyoming,2021-09,27.2
8553,Symptoms of Anxiety Disorder or Depressive Disorder,Alabama,2021-10,34.1
8554,Symptoms of Anxiety Disorder or Depressive Disorder,Alaska,2021-10,38.5
8555,Symptoms of Anxiety Disorder or Depressive Disorder,Arizona,2021-10,33.0
8556,Symptoms of Anxiety Disorder or Depressive Disorder,Arkansas,2021-10,37.8
8557,Symptoms of Anxiety Disorder or Depressive Disorder,California,2021-10,32.0
8558,Symptoms of Anxiety Disorder or Depressive Disorder,Colorado,2021-10,32.0
8559,Symptoms of Anxiety Disorder or Depressive Disorder,Connecticut,2021-10,28.7
8560,Symptoms of Anxiety Disorder or Depressive Disorder,Delaware,2021-10,26.6
8561,Symptoms of Anxiety Disorder or Depressive Disorder,District of Columbia,2021-10,35.9
8562,Symptoms of Anxiety Disorder or Depressive Disorder,Florida,2021-10,31.6
8563,Symptoms of Anxiety Disorder or Depressive Disorder,Georgia,2021-10,34.3
8564,Symptoms of Anxiety Disorder or Depressive Disorder,Hawaii,2021-10,32.5
8565,Symptoms of Anxiety Disorder or Depressive Disorder,Idaho,2021-10,33.0
8566,Symptoms of Anxiety Disorder or Depressive Disorder,Illinois,2021-10,31.3
8567,Symptoms of Anxiety Disorder or Depressive Disorder,Indiana,2021-10,28.6
8568,Symptoms of Anxiety Disorder or Depressive Disorder,Iowa,2021-10,27.2
8569,Symptoms of Anxiety Disorder or Depressive Disorder,Kansas,2021-10,29.2
8570,Symptoms of Anxiety Disorder or Depressive Disorder,Kentucky,2021-10,36.2
8571,Symptoms of Anxiety Disorder or Depressive Disorder,Louisiana,2021-10,32.5
8572,Symptoms of Anxiety Disorder or Depressive Disorder,Maine,2021-10,28.6
8573,Symptoms of Anxiety Disorder or Depressive Disorder,Maryland,2021-10,28.4
8574,Symptoms of Anxiety Disorder or Depressive Disorder,Massachusetts,2021-10,31.4
8575,Symptoms of Anxiety Disorder or Depressive Disorder,Michigan,2021-10,29.8
8576,Symptoms of Anxiety Disorder or Depressive Disorder,Minnesota,2021-10,24.6
8577,Symptoms of Anxiety Disorder or Depressive Disorder,Mississippi,2021-10,35.9
8578,Symptoms of Anxiety Disorder or Depressive Disorder,Missouri,2021-10,33.6
8579,Symptoms of Anxiety Disorder or Depressive Disorder,Montana,2021-10,28.2
8580,Symptoms of Anxiety Disorder or Depressive Disorder,Nebraska,2021-10,33.5
8581,Symptoms of Anxiety Disorder or Depressive Disorder,Nevada,2021-10,30.0
8582,Symptoms of Anxiety Disorder or Depressive Disorder,New Hampshire,2021-10,23.5
8583,Symptoms of Anxiety Disorder or Depressive Disorder,New Jersey,2021-10,28.6
8584,Symptoms of Anxiety Disorder or Depressive Disorder,New Mexico,2021-10,31.9
8585,Symptoms of Anxiety Disorder or Depressive Disorder,New York,2021-10,29.6
8586,Symptoms of Anxiety Disorder or Depressive Disorder,North Carolina,2021-10,35.0
8587,Symptoms of Anxiety Disorder or Depressive Disorder,North Dakota,2021-10,33.3
8588,Symptoms of Anxiety Disorder or Depressive Disorder,Ohio,2021-10,26.4
8589,Symptoms of Anxiety Disorder or Depressive Disorder,Oklahoma,2021-10,37.7
8590,Symptoms of Anxiety Disorder or Depressive Disorder,Oregon,2021-10,34.6
8591,Symptoms of Anxiety Disorder or Depressive Disorder,Pennsylvania,2021-10,33.8
8592,Symptoms of Anxiety Disorder or Depressive Disorder,Rhode Island,2021-10,37.3
8593,Symptoms of Anxiety Disorder or Depressive Disorder,South Carolina,2021-10,30.2
