,Indicator,Group,State,Subgroup,Time Period End Date,Value
2011,Symptoms of Anxiety Disorder,By State,New York,New York,2020-07,34.7
2012,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-07,33.4
2013,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-07,29.1
2014,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-07,31.9
2015,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-07,39.4
2016,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-07,35.4
2017,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-07,33.2
2018,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-07,31.4
2019,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2020-07,31.4
2020,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2020-07,31.3
2021,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2020-07,34.6
2022,Symptoms of Anxiety Disorder,By State,Texas,Texas,2020-07,36.1
2023,Symptoms of Anxiety Disorder,By State,Utah,Utah,2020-07,29.1
2024,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2020-07,29.2
2025,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2020-07,29.5
2026,Symptoms of Anxiety Disorder,By State,Washington,Washington,2020-07,37.5
2027,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2020-07,31.9
2028,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-07,30.7
2029,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2020-07,31.5
2049,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-07,39.6
2050,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-07,32.9
2051,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-07,42.4
2052,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-07,41.2
2053,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2020-07,39.4
2054,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-07,42.4
2055,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-07,39.0
2056,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-07,31.5
2057,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-07,37.8
2058,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-07,42.0
2059,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-07,38.0
2060,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-07,37.1
2061,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-07,37.7
2062,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-07,39.4
2063,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-07,39.0
2064,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-07,31.6
2065,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-07,35.8
2066,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-07,39.9
2067,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-07,44.8
2068,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-07,36.3
2069,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-07,36.1
2070,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-07,33.4
2071,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-07,36.7
2072,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-07,31.1
2073,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-07,43.7
2074,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-07,40.6
2075,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-07,34.3
2076,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-07,30.9
2077,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-07,44.8
2078,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-07,35.7
2079,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-07,38.2
2080,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-07,43.3
2081,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-07,39.7
2082,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-07,38.4
2083,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-07,32.6
2084,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-07,34.9
2085,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-07,42.9
2086,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-07,39.7
2087,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-07,37.2
2088,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-07,34.8
2089,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-07,38.6
2090,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-07,35.2
2091,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-07,41.9
2092,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-07,41.6
2093,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-07,34.7
2094,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Vermont,Vermont,2020-07,32.2
2095,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Virginia,Virginia,2020-07,38.5
2096,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Washington,Washington,2020-07,42.0
2097,Symptoms of Anxiety Disorder or Depressive Disorder,By State,West Virginia,West Virginia,2020-07,34.6
2098,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wisconsin,Wisconsin,2020-07,34.1
2099,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Wyoming,Wyoming,2020-07,36.0
2119,Symptoms of Depressive Disorder,By State,Alabama,Alabama,2020-07,30.4
2120,Symptoms of Depressive Disorder,By State,Alaska,Alaska,2020-07,27.4
2121,Symptoms of Depressive Disorder,By State,Arizona,Arizona,2020-07,33.9
2122,Symptoms of Depressive Disorder,By State,Arkansas,Arkansas,2020-07,34.8
2123,Symptoms of Depressive Disorder,By State,California,California,2020-07,31.8
2124,Symptoms of Depressive Disorder,By State,Colorado,Colorado,2020-07,26.1
2125,Symptoms of Depressive Disorder,By State,Connecticut,Connecticut,2020-07,26.7
2126,Symptoms of Depressive Disorder,By State,Delaware,Delaware,2020-07,23.3
2127,Symptoms of Depressive Disorder,By State,District of Columbia,District of Columbia,2020-07,20.8
2128,Symptoms of Depressive Disorder,By State,Florida,Florida,2020-07,31.7
2129,Symptoms of Depressive Disorder,By State,Georgia,Georgia,2020-07,29.0
2130,Symptoms of Depressive Disorder,By State,Hawaii,Hawaii,2020-07,28.3
2131,Symptoms of Depressive Disorder,By State,Idaho,Idaho,2020-07,27.5
2132,Symptoms of Depressive Disorder,By State,Illinois,Illinois,2020-07,23.7
2133,Symptoms of Depressive Disorder,By State,Indiana,Indiana,2020-07,29.4
2134,Symptoms of Depressive Disorder,By State,Iowa,Iowa,2020-07,17.7
2135,Symptoms of Depressive Disorder,By State,Kansas,Kansas,2020-07,24.8
2136,Symptoms of Depressive Disorder,By State,Kentucky,Kentucky,2020-07,30.7
2137,Symptoms of Depressive Disorder,By State,Louisiana,Louisiana,2020-07,31.1
2138,Symptoms of Depressive Disorder,By State,Maine,Maine,2020-07,22.4
2139,Symptoms of Depressive Disorder,By State,Maryland,Maryland,2020-07,22.2
2140,Symptoms of Depressive Disorder,By State,Massachusetts,Massachusetts,2020-07,23.8
2141,Symptoms of Depressive Disorder,By State,Michigan,Michigan,2020-07,23.0
2142,Symptoms of Depressive Disorder,By State,Minnesota,Minnesota,2020-07,22.0
2143,Symptoms of Depressive Disorder,By State,Mississippi,Mississippi,2020-07,36.1
2144,Symptoms of Depressive Disorder,By State,Missouri,Missouri,2020-07,25.8
2145,Symptoms of Depressive Disorder,By State,Montana,Montana,2020-07,28.5
2146,Symptoms of Depressive Disorder,By State,Nebraska,Nebraska,2020-07,26.4
2147,Symptoms of Depressive Disorder,By State,Nevada,Nevada,2020-07,33.3
2148,Symptoms of Depressive Disorder,By State,New Hampshire,New Hampshire,2020-07,28.7
2149,Symptoms of Depressive Disorder,By State,New Jersey,New Jersey,2020-07,28.7
2150,Symptoms of Depressive Disorder,By State,New Mexico,New Mexico,2020-07,30.1
2151,Symptoms of Depressive Disorder,By State,New York,New York,2020-07,25.0
2152,Symptoms of Depressive Disorder,By State,North Carolina,North Carolina,2020-07,26.4
2153,Symptoms of Depressive Disorder,By State,North Dakota,North Dakota,2020-07,25.2
2154,Symptoms of Depressive Disorder,By State,Ohio,Ohio,2020-07,21.2
2155,Symptoms of Depressive Disorder,By State,Oklahoma,Oklahoma,2020-07,30.8
2156,Symptoms of Depressive Disorder,By State,Oregon,Oregon,2020-07,31.7
2157,Symptoms of Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-07,27.5
2158,Symptoms of Depressive Disorder,By State,Rhode Island,Rhode Island,2020-07,31.1
2159,Symptoms of Depressive Disorder,By State,South Carolina,South Carolina,2020-07,25.3
2160,Symptoms of Depressive Disorder,By State,South Dakota,South Dakota,2020-07,24.1
2161,Symptoms of Depressive Disorder,By State,Tennessee,Tennessee,2020-07,31.4
2162,Symptoms of Depressive Disorder,By State,Texas,Texas,2020-07,32.2
2163,Symptoms of Depressive Disorder,By State,Utah,Utah,2020-07,24.2
2164,Symptoms of Depressive Disorder,By State,Vermont,Vermont,2020-07,20.7
2165,Symptoms of Depressive Disorder,By State,Virginia,Virginia,2020-07,24.0
2166,Symptoms of Depressive Disorder,By State,Washington,Washington,2020-07,27.2
2167,Symptoms of Depressive Disorder,By State,West Virginia,West Virginia,2020-07,29.4
2168,Symptoms of Depressive Disorder,By State,Wisconsin,Wisconsin,2020-07,24.6
2169,Symptoms of Depressive Disorder,By State,Wyoming,Wyoming,2020-07,21.7
2189,Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2020-07,34.9
2190,Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2020-07,35.1
2191,Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2020-07,39.9
2192,Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2020-07,40.0
2193,Symptoms of Anxiety Disorder,By State,California,California,2020-07,39.1
2194,Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2020-07,35.2
2195,Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2020-07,31.0
2196,Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2020-07,31.0
2197,Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2020-07,23.8
2198,Symptoms of Anxiety Disorder,By State,Florida,Florida,2020-07,39.0
2199,Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2020-07,37.1
2200,Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2020-07,31.4
2201,Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2020-07,32.4
2202,Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2020-07,28.9
2203,Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2020-07,36.8
2204,Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2020-07,25.2
2205,Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2020-07,28.8
2206,Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2020-07,37.8
2207,Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2020-07,40.6
2208,Symptoms of Anxiety Disorder,By State,Maine,Maine,2020-07,26.9
2209,Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2020-07,29.9
2210,Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2020-07,34.2
2211,Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2020-07,31.7
2212,Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2020-07,27.5
2213,Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2020-07,38.0
2214,Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2020-07,35.3
2215,Symptoms of Anxiety Disorder,By State,Montana,Montana,2020-07,35.6
2216,Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2020-07,31.3
2217,Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2020-07,42.8
2218,Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2020-07,28.9
2219,Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2020-07,37.1
2220,Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2020-07,38.6
2221,Symptoms of Anxiety Disorder,By State,New York,New York,2020-07,34.2
2222,Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2020-07,34.0
2223,Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2020-07,30.5
2224,Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2020-07,31.7
2225,Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2020-07,40.1
2226,Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2020-07,38.6
2227,Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2020-07,34.2
2228,Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2020-07,36.5
2229,Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2020-07,30.7
2230,Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2020-07,32.6
2231,Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2020-07,38.2
2232,Symptoms of Anxiety Disorder,By State,Texas,Texas,2020-07,40.6
2233,Symptoms of Anxiety Disorder,By State,Utah,Utah,2020-07,29.5
2234,Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2020-07,33.4
2235,Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2020-07,32.6
2236,Symptoms of Anxiety Disorder,By State,Washington,Washington,2020-07,35.7
2237,Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2020-07,36.1
2238,Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2020-07,31.1
2239,Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2020-07,29.4
2259,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alabama,Alabama,2020-07,40.1
2260,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Alaska,Alaska,2020-07,39.6
2261,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arizona,Arizona,2020-07,44.2
2262,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Arkansas,Arkansas,2020-07,45.1
2263,Symptoms of Anxiety Disorder or Depressive Disorder,By State,California,California,2020-07,44.5
2264,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Colorado,Colorado,2020-07,39.2
2265,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Connecticut,Connecticut,2020-07,35.7
2266,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Delaware,Delaware,2020-07,34.4
2267,Symptoms of Anxiety Disorder or Depressive Disorder,By State,District of Columbia,District of Columbia,2020-07,28.0
2268,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Florida,Florida,2020-07,43.6
2269,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Georgia,Georgia,2020-07,43.6
2270,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Hawaii,Hawaii,2020-07,36.7
2271,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2020-07,37.3
2272,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2020-07,34.0
2273,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,2020-07,40.7
2274,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Iowa,Iowa,2020-07,28.9
2275,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kansas,Kansas,2020-07,35.2
2276,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Kentucky,Kentucky,2020-07,42.2
2277,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Louisiana,Louisiana,2020-07,45.4
2278,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maine,Maine,2020-07,33.0
2279,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Maryland,Maryland,2020-07,33.6
2280,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Massachusetts,Massachusetts,2020-07,38.2
2281,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Michigan,Michigan,2020-07,35.6
2282,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Minnesota,Minnesota,2020-07,31.5
2283,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Mississippi,Mississippi,2020-07,46.5
2284,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Missouri,Missouri,2020-07,38.7
2285,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Montana,Montana,2020-07,40.2
2286,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nebraska,Nebraska,2020-07,34.1
2287,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Nevada,Nevada,2020-07,46.4
2288,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Hampshire,New Hampshire,2020-07,35.1
2289,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Jersey,New Jersey,2020-07,42.0
2290,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New Mexico,New Mexico,2020-07,41.7
2291,Symptoms of Anxiety Disorder or Depressive Disorder,By State,New York,New York,2020-07,38.3
2292,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Carolina,North Carolina,2020-07,38.3
2293,Symptoms of Anxiety Disorder or Depressive Disorder,By State,North Dakota,North Dakota,2020-07,33.3
2294,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Ohio,Ohio,2020-07,34.8
2295,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oklahoma,Oklahoma,2020-07,44.7
2296,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Oregon,Oregon,2020-07,43.9
2297,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Pennsylvania,Pennsylvania,2020-07,40.3
2298,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Rhode Island,Rhode Island,2020-07,42.0
2299,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Carolina,South Carolina,2020-07,34.3
2300,Symptoms of Anxiety Disorder or Depressive Disorder,By State,South Dakota,South Dakota,2020-07,34.7
2301,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Tennessee,Tennessee,2020-07,41.9
2302,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Texas,Texas,2020-07,45.9
2303,Symptoms of Anxiety Disorder or Depressive Disorder,By State,Utah,Utah,2020-07,34.3
